event_id,ticker,start_date,end_date,duration,peak_date,peak_score,severity
TATAMOTORS_1,TATAMOTORS,2012-05-30,2012-06-11,9,2012-05-30,43.49880982649476,severe_shock
ADANIENT_7,ADANIENT,2012-06-01,2012-06-07,5,2012-06-01,41.000431344496526,severe_shock
ADANIENT_8,ADANIENT,2012-06-18,2012-07-05,14,2012-07-02,40.33350510785419,severe_shock
INFY_4,INFY,2012-07-12,2012-07-24,9,2012-07-12,51.095982159713074,extreme_shock
ADANIENT_9,ADANIENT,2012-07-17,2012-07-23,5,2012-07-17,45.50084486919764,severe_shock
RELIANCE_1,RELIANCE,2012-08-06,2012-08-09,4,2012-08-06,43.1697055100178,severe_shock
NESTLEIND_10,NESTLEIND,2012-08-21,2012-08-31,9,2012-08-21,42.92431789134186,severe_shock
ADANIENT_10,ADANIENT,2012-08-27,2012-08-30,4,2012-08-27,46.71734913665651,severe_shock
ADANIENT_11,ADANIENT,2012-09-10,2012-09-20,8,2012-09-10,50.3402160697187,extreme_shock
CANBK_2,CANBK,2012-09-14,2012-10-03,12,2012-09-18,49.85189194940022,severe_shock
HINDALCO_2,HINDALCO,2012-09-14,2012-10-10,17,2012-09-14,46.71919628668655,severe_shock
BANKBARODA_1,BANKBARODA,2012-09-14,2012-09-26,8,2012-09-14,40.04447095787022,severe_shock
PNB_1,PNB,2012-09-18,2012-09-27,7,2012-09-18,41.11533136688074,severe_shock
NESTLEIND_11,NESTLEIND,2012-10-03,2013-02-26,99,2013-01-23,46.14657821293244,severe_shock
ADANIENT_12,ADANIENT,2012-10-04,2012-10-19,12,2012-10-04,41.478099952138436,severe_shock
ADANIENT_13,ADANIENT,2012-12-20,2012-12-26,4,2012-12-20,40.90483561213213,severe_shock
INFY_5,INFY,2013-01-11,2013-01-16,4,2013-01-11,47.774323230265594,severe_shock
WIPRO_1,WIPRO,2013-01-18,2013-01-23,4,2013-01-18,42.84787981596631,severe_shock
ADANIENT_14,ADANIENT,2013-01-24,2013-01-29,4,2013-01-24,41.18837687351988,severe_shock
PNB_2,PNB,2013-01-31,2013-02-13,10,2013-01-31,49.66353480489041,severe_shock
SHRIRAMFIN_3,SHRIRAMFIN,2013-02-21,2013-02-26,4,2013-02-21,42.18248153436635,severe_shock
SBIN_1,SBIN,2013-02-28,2013-03-28,20,2013-02-28,45.39399398333106,severe_shock
COALINDIA_2,COALINDIA,2013-03-18,2013-03-21,4,2013-03-18,40.49586301022168,severe_shock
JSWSTEEL_3,JSWSTEEL,2013-03-28,2013-04-08,7,2013-03-28,55.08100957383354,extreme_shock
WIPRO_2,WIPRO,2013-04-09,2013-04-17,7,2013-04-09,46.89092766053794,severe_shock
INFY_6,INFY,2013-04-12,2013-04-17,4,2013-04-12,51.705057446785716,extreme_shock
NESTLEIND_12,NESTLEIND,2013-04-30,2013-05-29,21,2013-04-30,52.02012830145242,extreme_shock
HINDUNILVR_1,HINDUNILVR,2013-04-30,2013-05-06,4,2013-04-30,41.28724805058382,severe_shock
PNB_3,PNB,2013-05-15,2013-06-05,16,2013-05-15,41.367950639868276,severe_shock
SBIN_2,SBIN,2013-05-23,2013-05-28,4,2013-05-23,41.63030198032359,severe_shock
HINDALCO_3,HINDALCO,2013-06-11,2013-07-16,26,2013-06-11,44.68414821960869,severe_shock
TITAN_1,TITAN,2013-06-12,2013-06-19,6,2013-06-12,45.74377962277195,severe_shock
ADANIENT_15,ADANIENT,2013-06-12,2013-07-08,19,2013-06-28,43.888926849237606,severe_shock
TATASTEEL_1,TATASTEEL,2013-06-20,2013-07-08,13,2013-06-20,42.06360495979866,severe_shock
NESTLEIND_13,NESTLEIND,2013-07-01,2013-07-09,7,2013-07-01,45.07850113620897,severe_shock
BANKBARODA_2,BANKBARODA,2013-07-03,2013-07-17,11,2013-07-03,42.38008678319313,severe_shock
INFY_7,INFY,2013-07-12,2013-07-17,4,2013-07-12,46.6897307502773,severe_shock
CANBK_3,CANBK,2013-07-16,2013-07-19,4,2013-07-16,42.26025843703539,severe_shock
CANBK_4,CANBK,2013-07-24,2013-08-13,14,2013-07-24,42.11132809659324,severe_shock
HINDALCO_4,HINDALCO,2013-07-26,2013-08-05,7,2013-07-26,41.691227042355514,severe_shock
JSWSTEEL_4,JSWSTEEL,2013-07-31,2013-08-05,4,2013-07-31,41.93152064414406,severe_shock
ADANIPORTS_1,ADANIPORTS,2013-08-01,2013-08-27,17,2013-08-01,44.96826675830069,severe_shock
ADANIENT_16,ADANIENT,2013-08-02,2013-08-13,7,2013-08-02,49.95826813509401,severe_shock
POWERGRID_1,POWERGRID,2013-08-02,2013-08-07,4,2013-08-02,48.04336750797826,severe_shock
TATASTEEL_2,TATASTEEL,2013-08-07,2013-08-27,13,2013-08-12,45.825989236138476,severe_shock
JSWSTEEL_5,JSWSTEEL,2013-08-16,2013-08-27,8,2013-08-22,46.44766525522169,severe_shock
CANBK_5,CANBK,2013-08-16,2013-09-16,21,2013-08-16,43.99685952742599,severe_shock
HINDALCO_5,HINDALCO,2013-08-22,2013-08-30,7,2013-08-22,44.999340154253446,severe_shock
SBIN_3,SBIN,2013-09-05,2013-10-01,18,2013-09-05,52.400305226190646,extreme_shock
AXISBANK_1,AXISBANK,2013-09-05,2013-09-27,16,2013-09-05,47.71393544480399,severe_shock
PNB_4,PNB,2013-09-05,2013-09-26,15,2013-09-05,43.63279680057106,severe_shock
INDUSINDBK_1,INDUSINDBK,2013-09-12,2013-09-17,4,2013-09-12,19.722755831677507,anomaly
ADANIENT_17,ADANIENT,2013-09-19,2013-10-31,29,2013-10-21,50.2869502931952,extreme_shock
CANBK_6,CANBK,2013-09-19,2013-09-24,4,2013-09-19,40.07527638707814,severe_shock
INDUSINDBK_2,INDUSINDBK,2013-09-20,2013-09-26,5,2013-09-23,21.870639298431982,elevated_stress
AXISBANK_2,AXISBANK,2013-10-01,2013-10-08,5,2013-10-03,21.960331604856858,elevated_stress
CANBK_7,CANBK,2013-10-31,2013-11-12,8,2013-10-31,44.746416747968105,severe_shock
NTPC_1,NTPC,2013-12-10,2013-12-20,9,2013-12-10,53.37989645274297,extreme_shock
COALINDIA_3,COALINDIA,2014-01-17,2014-01-30,10,2014-01-17,47.686619852622755,severe_shock
TATASTEEL_3,TATASTEEL,2014-01-27,2014-01-30,4,2014-01-27,41.476668596288455,severe_shock
MARUTI_3,MARUTI,2014-01-28,2014-02-03,5,2014-01-28,41.15245533984044,severe_shock
JSWSTEEL_6,JSWSTEEL,2014-02-03,2014-03-14,29,2014-02-03,41.02674701715224,severe_shock
HINDALCO_6,HINDALCO,2014-02-03,2014-02-06,4,2014-02-03,40.92575418742063,severe_shock
CIPLA_1,CIPLA,2014-02-13,2014-02-18,4,2014-02-13,44.32752736294599,severe_shock
ADANIENT_18,ADANIENT,2014-02-19,2014-02-24,4,2014-02-19,40.785774911460265,severe_shock
NTPC_2,NTPC,2014-02-24,2014-03-11,11,2014-02-24,52.0454861839842,extreme_shock
HINDALCO_7,HINDALCO,2014-02-28,2014-04-23,35,2014-02-28,49.166528261523,severe_shock
NESTLEIND_14,NESTLEIND,2014-03-03,2014-03-06,4,2014-03-03,41.79520253039052,severe_shock
ADANIENT_19,ADANIENT,2014-03-07,2014-03-24,11,2014-03-07,45.97196743758601,severe_shock
SBIN_4,SBIN,2014-03-07,2014-03-24,11,2014-03-07,41.77406121921273,severe_shock
INFY_8,INFY,2014-03-13,2014-03-19,4,2014-03-13,44.37295146860967,severe_shock
CANBK_8,CANBK,2014-03-28,2014-04-23,16,2014-03-28,42.98893620917437,severe_shock
ADANIENT_20,ADANIENT,2014-04-10,2014-05-16,24,2014-04-10,53.41217987194782,extreme_shock
CANBK_9,CANBK,2014-05-05,2014-08-25,79,2014-05-14,46.84676390972449,severe_shock
NTPC_3,NTPC,2014-05-19,2014-05-28,8,2014-05-19,45.437955443298335,severe_shock
COALINDIA_4,COALINDIA,2014-05-19,2014-05-23,5,2014-05-19,42.86364034212922,severe_shock
HINDUNILVR_2,HINDUNILVR,2014-05-30,2014-06-10,8,2014-05-30,45.15945133744808,severe_shock
GRASIM_2,GRASIM,2014-06-09,2014-06-12,4,2014-06-09,40.368478985964416,severe_shock
ADANIPORTS_2,ADANIPORTS,2014-07-16,2014-07-21,4,2014-07-16,14.665684846623952,anomaly
NESTLEIND_15,NESTLEIND,2014-08-13,2014-08-22,7,2014-08-13,40.31131650995067,severe_shock
TCS_2,TCS,2014-10-17,2014-10-22,4,2014-10-17,44.32228292401778,severe_shock
HCLTECH_1,HCLTECH,2014-10-17,2014-10-22,4,2014-10-17,43.066365165722246,severe_shock
CANBK_10,CANBK,2014-11-28,2014-12-10,9,2014-11-28,40.663768371372534,severe_shock
ADANIENT_21,ADANIENT,2015-01-23,2015-02-10,12,2015-01-23,41.61814338704046,severe_shock
BANKBARODA_3,BANKBARODA,2015-01-30,2015-02-04,4,2015-01-30,41.88736784828559,severe_shock
ITC_1,ITC,2015-03-02,2015-03-05,4,2015-03-02,45.207164889252006,severe_shock
AXISBANK_3,AXISBANK,2015-03-02,2015-03-05,4,2015-03-02,41.19046066713924,severe_shock
INDUSINDBK_3,INDUSINDBK,2015-03-02,2015-03-05,4,2015-03-02,40.76162424020542,severe_shock
SHRIRAMFIN_4,SHRIRAMFIN,2015-05-04,2015-05-08,5,2015-05-04,50.01170249057106,extreme_shock
BAJAJ-AUTO_1,BAJAJ-AUTO,2015-05-04,2015-05-14,9,2015-05-04,46.074409644750446,severe_shock
ONGC_2,ONGC,2015-05-04,2015-05-15,10,2015-05-04,42.45236476021391,severe_shock
BANKBARODA_4,BANKBARODA,2015-05-11,2015-05-20,8,2015-05-11,48.797626889661686,severe_shock
TECHM_6,TECHM,2015-05-27,2015-06-01,4,2015-05-27,48.52672756330586,severe_shock
BANKBARODA_5,BANKBARODA,2015-06-02,2015-06-05,4,2015-06-02,17.150161709124017,anomaly
ADANIENT_22,ADANIENT,2015-06-03,2015-06-11,7,2015-06-03,58.14955613154565,extreme_shock
NESTLEIND_16,NESTLEIND,2015-06-03,2015-06-29,19,2015-06-03,50.77848282050517,extreme_shock
SUNPHARMA_2,SUNPHARMA,2015-07-21,2015-07-27,5,2015-07-21,50.45459916482188,extreme_shock
INFY_9,INFY,2015-07-21,2015-07-24,4,2015-07-21,42.11443137749409,severe_shock
PNB_5,PNB,2015-07-30,2015-08-07,7,2015-07-30,46.228982078486915,severe_shock
CANBK_11,CANBK,2015-08-03,2015-08-07,5,2015-08-04,40.87187859799458,severe_shock
HINDALCO_8,HINDALCO,2015-08-12,2015-08-19,6,2015-08-12,45.84341121169086,severe_shock
TATASTEEL_4,TATASTEEL,2015-08-13,2015-09-21,27,2015-08-24,59.183212387287355,extreme_shock
PNB_6,PNB,2015-08-14,2015-09-09,19,2015-08-24,43.957522682633545,severe_shock
CANBK_12,CANBK,2015-08-17,2015-08-27,9,2015-08-17,53.9564562442296,extreme_shock
BANKBARODA_6,BANKBARODA,2015-08-17,2015-08-20,4,2015-08-17,42.35479359782396,severe_shock
ONGC_3,ONGC,2015-08-24,2015-09-02,8,2015-08-24,56.197926719206684,extreme_shock
NTPC_4,NTPC,2015-08-24,2015-09-07,11,2015-08-24,50.356920939430694,extreme_shock
HINDALCO_9,HINDALCO,2015-08-24,2015-08-28,5,2015-08-24,47.7054614316351,severe_shock
MARUTI_4,MARUTI,2015-08-24,2015-08-27,4,2015-08-24,43.34589714280143,severe_shock
ICICIBANK_1,ICICIBANK,2015-08-24,2015-08-28,5,2015-08-24,43.2240493216138,severe_shock
RELIANCE_2,RELIANCE,2015-08-24,2015-08-27,4,2015-08-24,42.78800488754372,severe_shock
AXISBANK_4,AXISBANK,2015-08-24,2015-08-28,5,2015-08-24,41.6474369078082,severe_shock
DIVISLAB_1,DIVISLAB,2015-08-24,2015-08-27,4,2015-08-24,40.091926760678405,severe_shock
BANKBARODA_7,BANKBARODA,2015-08-26,2015-09-11,13,2015-09-01,24.435984034366875,elevated_stress
ADANIENT_23,ADANIENT,2015-08-27,2015-09-01,4,2015-08-27,43.22649003591311,severe_shock
HINDALCO_10,HINDALCO,2015-09-09,2015-09-28,12,2015-09-09,46.98774924691585,severe_shock
NTPC_5,NTPC,2015-09-09,2015-09-18,7,2015-09-09,41.79853609824543,severe_shock
ADANIENT_24,ADANIENT,2015-09-14,2015-09-23,7,2015-09-14,44.300372075015645,severe_shock
HCLTECH_2,HCLTECH,2015-10-01,2015-10-07,4,2015-10-01,45.91339775763421,severe_shock
HINDALCO_11,HINDALCO,2015-10-07,2015-10-15,7,2015-10-07,44.94081007180573,severe_shock
ADANIENT_25,ADANIENT,2015-10-15,2015-11-06,16,2015-10-15,42.927224761791415,severe_shock
DRREDDY_1,DRREDDY,2015-11-06,2015-11-17,6,2015-11-06,46.01428272328973,severe_shock
TATASTEEL_5,TATASTEEL,2016-01-05,2016-01-12,6,2016-01-07,43.211951700806175,severe_shock
CANBK_13,CANBK,2016-01-07,2016-02-26,36,2016-01-22,53.51973827509033,extreme_shock
PNB_7,PNB,2016-01-15,2016-02-01,11,2016-01-15,42.65416642704057,severe_shock
SBIN_5,SBIN,2016-01-15,2016-02-02,12,2016-01-15,40.410729050870906,severe_shock
BAJFINANCE_2,BAJFINANCE,2016-01-18,2016-01-21,4,2016-01-18,41.45806556435006,severe_shock
HINDALCO_12,HINDALCO,2016-01-20,2016-01-28,6,2016-01-22,41.567877605274774,severe_shock
SHRIRAMFIN_5,SHRIRAMFIN,2016-01-29,2016-02-26,21,2016-01-29,50.04242740851531,extreme_shock
TATASTEEL_6,TATASTEEL,2016-02-02,2016-02-18,13,2016-02-15,53.66192309956941,extreme_shock
PNB_8,PNB,2016-02-09,2016-02-26,14,2016-02-10,48.20268265312902,severe_shock
ADANIPORTS_3,ADANIPORTS,2016-02-11,2016-02-22,8,2016-02-11,40.36364968882794,severe_shock
TATAMOTORS_2,TATAMOTORS,2016-02-12,2016-02-22,7,2016-02-12,40.437211335278114,severe_shock
BANKBARODA_8,BANKBARODA,2016-02-15,2016-03-17,23,2016-02-15,53.22100954490799,extreme_shock
LT_1,LT,2016-02-15,2016-02-23,7,2016-02-15,50.35194004971635,extreme_shock
HINDALCO_13,HINDALCO,2016-02-15,2016-03-11,19,2016-02-15,50.23374308998293,extreme_shock
SBIN_6,SBIN,2016-02-15,2016-02-29,11,2016-02-15,47.23309635171273,severe_shock
ONGC_4,ONGC,2016-02-29,2016-03-03,4,2016-02-29,48.772286404248526,severe_shock
CANBK_14,CANBK,2016-03-01,2016-03-11,8,2016-03-02,47.98787718020463,severe_shock
ITC_2,ITC,2016-03-01,2016-03-04,4,2016-03-01,45.927998433766184,severe_shock
ICICIBANK_2,ICICIBANK,2016-03-01,2016-03-08,5,2016-03-01,42.18431515875499,severe_shock
MARUTI_5,MARUTI,2016-03-01,2016-03-14,9,2016-03-01,40.299583064477126,severe_shock
SBIN_7,SBIN,2016-03-02,2016-03-11,7,2016-03-02,47.47116627260712,severe_shock
PNB_9,PNB,2016-03-02,2016-03-10,6,2016-03-02,43.70777952146232,severe_shock
HINDALCO_14,HINDALCO,2016-03-28,2016-04-18,14,2016-03-28,41.56317172700158,severe_shock
NESTLEIND_17,NESTLEIND,2016-03-31,2016-06-09,48,2016-05-13,42.32528745500193,severe_shock
WIPRO_3,WIPRO,2016-04-21,2016-04-26,4,2016-04-21,41.43695889540997,severe_shock
SHRIRAMFIN_6,SHRIRAMFIN,2016-05-02,2016-05-05,4,2016-05-02,45.3317809597403,severe_shock
ADANIENT_26,ADANIENT,2016-05-04,2016-05-09,4,2016-05-04,42.899045241818655,severe_shock
ADANIPORTS_4,ADANIPORTS,2016-05-04,2016-05-10,5,2016-05-04,42.51928177747324,severe_shock
TECHM_7,TECHM,2016-05-25,2016-05-30,4,2016-05-25,44.1489283425065,severe_shock
CANBK_15,CANBK,2016-05-25,2016-06-08,11,2016-05-25,42.22528229591324,severe_shock
LT_2,LT,2016-05-26,2016-05-31,4,2016-05-26,47.4986500451701,severe_shock
SUNPHARMA_3,SUNPHARMA,2016-05-27,2016-06-03,6,2016-05-27,41.449652326112115,severe_shock
HINDALCO_15,HINDALCO,2016-05-30,2016-06-02,4,2016-05-30,45.265565730935755,severe_shock
PNB_10,PNB,2016-06-14,2016-06-17,4,2016-06-14,48.04013852501319,severe_shock
ADANIENT_27,ADANIENT,2016-06-14,2016-06-17,4,2016-06-14,41.43920682220878,severe_shock
PNB_11,PNB,2016-07-04,2016-07-19,11,2016-07-11,40.282382596259566,severe_shock
INFY_10,INFY,2016-07-15,2016-07-20,4,2016-07-15,45.31114658408466,severe_shock
DRREDDY_2,DRREDDY,2016-07-27,2016-08-01,4,2016-07-27,49.39366892882046,severe_shock
BANKBARODA_9,BANKBARODA,2016-08-11,2016-08-17,4,2016-08-11,42.6047729856005,severe_shock
CIPLA_2,CIPLA,2016-08-16,2016-08-19,4,2016-08-16,43.75689729838562,severe_shock
HINDALCO_16,HINDALCO,2016-09-12,2016-10-04,16,2016-09-12,44.908537869371244,severe_shock
ADANIENT_28,ADANIENT,2016-09-29,2016-10-06,6,2016-09-29,52.84960956678956,extreme_shock
SUNPHARMA_4,SUNPHARMA,2016-11-04,2016-11-30,18,2016-11-04,50.022242781520035,extreme_shock
DRREDDY_3,DRREDDY,2016-11-04,2016-11-24,14,2016-11-04,45.52017592842844,severe_shock
PNB_12,PNB,2016-11-10,2016-11-24,10,2016-11-10,44.2318808938457,severe_shock
TATASTEEL_7,TATASTEEL,2016-11-10,2016-11-22,8,2016-11-10,43.57157498988574,severe_shock
ADANIENT_29,ADANIENT,2016-11-10,2016-12-01,15,2016-11-10,40.82297263620689,severe_shock
INDUSINDBK_4,INDUSINDBK,2016-11-15,2016-11-24,8,2016-11-15,43.12717169217509,severe_shock
GRASIM_3,GRASIM,2016-11-15,2016-11-24,8,2016-11-15,43.04617469363339,severe_shock
DIVISLAB_2,DIVISLAB,2016-12-23,2017-02-14,37,2016-12-23,52.3566687595986,extreme_shock
ADANIENT_30,ADANIENT,2017-01-27,2017-02-10,11,2017-01-27,58.72801201218781,extreme_shock
TATAMOTORS_3,TATAMOTORS,2017-02-15,2017-02-20,4,2017-02-15,42.3281142812407,severe_shock
RELIANCE_3,RELIANCE,2017-02-22,2017-02-28,4,2017-02-22,40.764615192460866,severe_shock
DRREDDY_4,DRREDDY,2017-03-09,2017-03-15,4,2017-03-09,42.79976005408642,severe_shock
COALINDIA_5,COALINDIA,2017-03-14,2017-03-17,4,2017-03-14,43.20762883045551,severe_shock
DIVISLAB_3,DIVISLAB,2017-03-21,2017-03-30,8,2017-03-21,50.20243834940087,extreme_shock
DIVISLAB_4,DIVISLAB,2017-04-11,2017-04-21,8,2017-04-17,20.17811429263473,elevated_stress
ADANIENT_31,ADANIENT,2017-04-18,2017-04-21,4,2017-04-18,46.51616425093986,severe_shock
ADANIENT_32,ADANIENT,2017-04-26,2017-06-02,27,2017-04-26,53.02755333911517,extreme_shock
CANBK_16,CANBK,2017-04-28,2017-05-24,18,2017-04-28,52.95799184403346,extreme_shock
ONGC_5,ONGC,2017-04-28,2017-05-16,12,2017-04-28,45.348595705456404,severe_shock
ICICIBANK_3,ICICIBANK,2017-05-04,2017-05-09,4,2017-05-04,44.51075001695974,severe_shock
BHARTIARTL_1,BHARTIARTL,2017-05-10,2017-05-15,4,2017-05-10,40.699486232927,severe_shock
TATASTEEL_8,TATASTEEL,2017-05-17,2017-05-22,4,2017-05-17,42.60300423652817,severe_shock
CIPLA_3,CIPLA,2017-05-23,2017-06-21,22,2017-05-23,48.78650901328904,severe_shock
SUNPHARMA_5,SUNPHARMA,2017-05-29,2017-06-01,4,2017-05-29,57.958976295652164,extreme_shock
TECHM_8,TECHM,2017-05-29,2017-06-15,14,2017-05-29,55.29754449829696,extreme_shock
TITAN_2,TITAN,2017-06-05,2017-06-08,4,2017-06-05,41.2817354216237,severe_shock
DIVISLAB_5,DIVISLAB,2017-07-10,2017-07-13,4,2017-07-10,47.22720497369188,severe_shock
ITC_3,ITC,2017-07-18,2017-07-21,4,2017-07-18,46.13931192940897,severe_shock
DRREDDY_5,DRREDDY,2017-07-28,2017-08-02,4,2017-07-28,42.62428074499611,severe_shock
ADANIENT_33,ADANIENT,2017-08-09,2017-09-07,20,2017-08-09,43.13567818920023,severe_shock
TATAMOTORS_4,TATAMOTORS,2017-08-10,2017-08-21,7,2017-08-10,47.58567461456508,severe_shock
INFY_11,INFY,2017-08-18,2017-08-31,9,2017-08-18,48.958031372218066,severe_shock
NESTLEIND_18,NESTLEIND,2017-08-28,2017-09-18,16,2017-08-28,50.45013880598033,extreme_shock
DRREDDY_6,DRREDDY,2017-09-01,2017-09-15,11,2017-09-01,49.2944160648385,severe_shock
DIVISLAB_6,DIVISLAB,2017-09-12,2017-10-03,15,2017-09-12,46.99893788957111,severe_shock
ONGC_6,ONGC,2017-09-15,2017-09-29,11,2017-09-15,41.09014437033145,severe_shock
AXISBANK_5,AXISBANK,2017-10-18,2017-11-03,12,2017-10-18,49.198487076474976,severe_shock
CANBK_17,CANBK,2017-10-25,2017-10-30,4,2017-10-25,56.426845271953454,extreme_shock
PNB_13,PNB,2017-10-25,2017-11-24,23,2017-10-25,51.28632071735642,extreme_shock
BANKBARODA_10,BANKBARODA,2017-10-25,2017-11-24,23,2017-10-25,47.13399054011085,severe_shock
ICICIBANK_4,ICICIBANK,2017-10-25,2017-10-30,4,2017-10-25,44.82064493220677,severe_shock
SBIN_8,SBIN,2017-10-25,2017-11-24,23,2017-10-25,43.528342419250485,severe_shock
CANBK_18,CANBK,2017-11-01,2017-11-15,11,2017-11-07,24.535695541938786,elevated_stress
TITAN_3,TITAN,2017-11-06,2017-11-14,7,2017-11-06,41.34005605313957,severe_shock
CANBK_19,CANBK,2017-11-17,2017-11-24,6,2017-11-17,19.446307426819555,anomaly
SUNPHARMA_6,SUNPHARMA,2017-12-27,2018-01-02,5,2017-12-27,42.45431486253418,severe_shock
COALINDIA_6,COALINDIA,2018-01-09,2018-01-12,4,2018-01-09,40.70691590732129,severe_shock
DRREDDY_7,DRREDDY,2018-01-29,2018-02-14,12,2018-01-29,42.97034158466821,severe_shock
CIPLA_4,CIPLA,2018-02-08,2018-02-14,4,2018-02-08,43.5120673534725,severe_shock
SUNPHARMA_7,SUNPHARMA,2018-02-08,2018-03-07,18,2018-02-21,41.996789342022836,severe_shock
PNB_14,PNB,2018-02-14,2018-03-05,13,2018-02-15,46.35558125865998,severe_shock
NESTLEIND_19,NESTLEIND,2018-02-15,2018-02-20,4,2018-02-15,40.060190274772985,severe_shock
CANBK_20,CANBK,2018-03-07,2018-04-02,17,2018-03-26,49.336473089213484,severe_shock
